audit	language	selector_bits	candidate_width	sources	messages_per_source	emitted_codewords	all_substitutions_per_codeword	all_insertions_per_codeword	all_deletions_per_codeword	total_edit_operations	crc_name	crc_polynomial	crc_initial_value	crc_check_vector_123456789	message_bits	crc_bits	choice_bits	retained_message_rate_bits_per_variable_nt	wrong_payload_acceptances_without_checksum	wrong_payload_acceptances_after_crc16	wrong_payload_acceptances_after_crc16_and_optional_canonical_verifier	scope
single_edit_channel_boundary	exact_108nt_gc49_59_hp3	2	4	2	32	64	324	436	108	55552	CRC-16/CCITT-FALSE	0x1021	0xffff	0x29b1	195	16	2	1.8055555555555556	12093	0	0	error-detection composition audit only; no correction, dropout, clustering, consensus or file recovery
