source_pool	source_reference	source_sequences	generated_sequences	feature	source_min	source_mean	source_sd_population	source_q01	source_q05	source_median	source_q95	source_q99	source_max	generated_min	generated_mean	generated_sd_population	generated_q01	generated_q05	generated_median	generated_q95	generated_q99	generated_max	generated_within_source_minmax_fraction	generated_within_source_q01_q99_fraction	generated_minus_source_standardized_mean_difference	two_sample_ks_statistic	two_sample_ks_p_value_descriptive_only	wasserstein_distance_source_units	p5_standardized_coefficient	p5_active_feature
GCall	full_training_pool	11998	64646	left_boundary_vs_right_adapter_complement_4mers	0.0	1.503583930655109	1.4556666233956972	0.0	0.0	1.0	4.0	6.0	9.0	0.0	1.5610091885035424	1.4795310590929638	0.0	0.0	1.0	4.0	6.0	12.0	0.9998298425269931	0.993982613000031	0.03912742250103604	0.016605516918413887	0.007452649416016531	0.058153003431663464	-8.78660055868375e-05	True
GCall	full_training_pool	11998	64646	left_boundary_vs_right_adapter_max_rc_tract	2.0	4.017502917152859	0.9054448284348315	3.0	3.0	4.0	6.0	7.0	10.0	2.0	4.044565789066609	0.9029800919531973	3.0	3.0	4.0	6.0	7.0	12.0	0.9999690622776352	0.9937815178046592	0.02992974325158917	0.016605516918413887	0.007452649416016531	0.027974407886985114	0.00010307744225869232	True
GCall	full_training_pool	11998	64646	max_homopolymer	2.0	4.06692782130355	0.9574745633946081	3.0	3.0	4.0	6.0	7.0	11.0	2.0	2.986805061411379	0.11410886111193827	2.0	3.0	3.0	3.0	3.0	3.0	1.0	0.9868050614113789	-1.5841576375941797	0.7127854642440407	0.0	1.0801227598921719	-9.473191486959939e-06	True
GCall	full_training_pool	11998	64646	right_boundary_vs_left_adapter_complement_4mers	0.0	1.394982497082847	1.4530829537706333	0.0	0.0	1.0	4.0	6.0	10.0	0.0	1.469851189555425	1.496268600687603	0.0	0.0	1.0	4.0	6.0	12.0	0.9999381245552702	0.9929152615784426	0.05076415370528883	0.019358115543981702	0.0010028650503810547	0.07517622343774905	-0.0003019975599357309	True
GCall	full_training_pool	11998	64646	right_boundary_vs_left_adapter_max_rc_tract	2.0	3.9380730121686947	0.9085078893994052	2.0	3.0	4.0	6.0	7.0	9.0	2.0	3.9783126566222196	0.9241371926587447	3.0	3.0	4.0	6.0	7.0	12.0	0.9998607802493581	0.996797945735235	0.04391268291123632	0.01802799976815528	0.0027466290290408387	0.04023964445352484	0.0004450832128738778	True
GCall	full_training_pool	11998	64646	right_boundary_vs_right_adapter_complement_4mers	0.0	1.4772462077012836	1.4263986539809095	0.0	0.0	1.0	4.0	6.0	9.0	0.0	1.5588280790768183	1.475651766589411	0.0	0.0	1.0	4.0	6.0	12.0	0.9998143736658107	0.9939052686941188	0.05621551147975494	0.02116540662190103	0.00022742927314573703	0.08158187137553463	-0.0004801994963249397	True
GCall	full_training_pool	11998	64646	right_boundary_vs_right_adapter_max_rc_tract	2.0	3.998083013835639	0.8831060554433492	3.0	3.0	4.0	6.0	7.0	9.0	2.0	4.0465303344367785	0.9048234720013341	3.0	3.0	4.0	6.0	7.0	12.0	0.9998298425269931	0.9935185471645578	0.05418977230008611	0.01817710834737446	0.0024620538870392694	0.04844732060113953	-0.0003826733030119418	True
GCall	full_training_pool	11998	64646	variable_candidate_pairs	4.0	24.88356392732122	9.258166512602166	8.0	12.0	24.0	41.0	52.0	80.0	1.0	24.977338118367726	9.150781917813465	9.0	12.0	24.0	42.0	52.0	101.0	0.9997215604987161	0.9857686477121554	0.010187718870077916	0.008388872492887361	0.47209363752633604	0.13453893358676602	-0.006115964105862175	True
GCall	full_training_pool	11998	64646	variable_longest_stem	4.0	5.782130355059176	0.9511527274464805	4.0	5.0	6.0	7.0	9.0	11.0	4.0	5.789793645391827	0.9421968108725615	4.0	5.0	6.0	7.0	9.0	13.0	0.9997679670822635	0.9971227918200662	0.008094865154938489	0.007418529577140731	0.6306353892225449	0.01227220645014946	0.00011111560088959428	True
GCall	full_training_pool	11998	64646	variable_weighted_pairs	16.0	107.47174529088181	43.96112210632567	32.0	49.0	102.0	185.14999999999964	245.0	425.0	4.0	107.87974507316771	43.50655894954335	36.0	49.0	102.0	187.0	243.0	564.0	0.9996906227763512	0.9855056770720539	0.009329029141575245	0.008865918866315575	0.4017003355289822	0.6586858052639659	0.007476146356403951	True
