language	fixed_payload_bits	candidate_rows	candidate_exact_roundtrips	candidate_roundtrip_failures	duplicate_logical_candidates_within_setting	exact_language_out_of_domain_rank_rejected	payload_domain_out_of_domain_sequence_rejected	invalid_constraint_sequence_rejected	wrong_length_sequence_rejected	ambiguous_base_sequence_rejected	noncanonical_valid_candidate_accepted_by_payload_decoder	canonical_emitted_candidate_accepted_by_optional_verifier	noncanonical_valid_candidate_rejected_by_optional_verifier	exact_tie_selects_smallest_choice_index	nonfinite_score_rejected_by_encoder_verifier	rte_half_integer_vectors_pass	negative_score_vectors_pass	positive_int64_overflow_rejected	score_replacement_preserves_payload_decoding	score_decimal_places	score_rounding_contract	payload_decoder_contract	canonical_verifier_contract
exact_108nt_gc49_59_hp3	213	65024	65024	0	0	True	True	True	True	True	True	True	True	True	True	True	True	True	True	12	IEEE-754 binary64 round-to-nearest, ties-to-even via numpy.rint	accept any valid declared fiber member; invert rank modulo N; reject inverse q>=2^K	optional quantized-score-and-smallest-choice tie-rule check; not part of payload inversion
