language	length_nt	gc_min	gc_max	max_homopolymer	exact_total	log2_exact_total	fixed_payload_bits	fixed_payload_rate_bits_per_nt	unused_exact_mass_fraction	payload_domain_fraction_of_exact_language	rank_dispersion_modulus	rank_dispersion_contract	first_base_branch_masses_equal	first_base_branch_mass_A	first_base_branch_mass_C	first_base_branch_mass_G	first_base_branch_mass_T	legacy_lexicographic_prefix_first_base_A_fraction	legacy_lexicographic_prefix_first_base_C_fraction	legacy_lexicographic_prefix_first_base_G_fraction	legacy_lexicographic_prefix_first_base_T_fraction	completion_cache_entries	independent_bottom_up_total	top_down_bottom_up_match	reduced_length	reduced_gc_min	reduced_gc_max	reduced_max_homopolymer	reduced_explicit_total	reduced_dp_total	reduced_all_rank_checks	reduced_rank_unrank_failures	claim_boundary
exact_108nt_gc49_59_hp3	108	49	59	3	21520867790325216400381593480072139809549357542204871770858223072	213.70913432594395	213	1.9722222222222223	0.3883129348302772	0.6116870651697228	21520867790325216400381593480072139809549357542204871770858223072	affine permutation on complete exact language; gcd(multiplier,N)=1; inverse rejects q>=2^K	True	5380216947581304100095398370018034952387339385551217942714555768	5380216947581304100095398370018034952387339385551217942714555768	5380216947581304100095398370018034952387339385551217942714555768	5380216947581304100095398370018034952387339385551217942714555768	0.40870571610114614	0.40870571610114614	0.18258856779770768	0.0	41101	21520867790325216400381593480072139809549357542204871770858223072	True	8	3	5	3	45128	45128	45128	0	noiseless constrained-language payload rate; not achieved physical storage density
