dataset	analysis	pool_or_direction	endpoint	model	repeat	fold	feature	standardized_coefficient	selected_regularization
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	2	1	gc_deviation_from_0p5	0.0016825298268092269	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	2	1	max_homopolymer	0.006087910310603482	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	2	2	gc_deviation_from_0p5	0.0002050890620309717	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	2	2	max_homopolymer	0.006970302343423028	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	2	3	gc_deviation_from_0p5	0.0021290110660417754	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	2	3	max_homopolymer	0.006695054118336208	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	2	4	gc_deviation_from_0p5	0.0016431730394382681	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	2	4	max_homopolymer	0.008419546724226037	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	3	0	gc_deviation_from_0p5	0.000344754682534684	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	3	0	max_homopolymer	0.006965476242714083	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	3	1	gc_deviation_from_0p5	-0.0005587623446171798	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	3	1	max_homopolymer	0.007606995878209535	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	3	2	gc_deviation_from_0p5	0.0032303252147943945	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	3	2	max_homopolymer	0.0073780042422268224	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	3	3	gc_deviation_from_0p5	0.0014917212113175209	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	3	3	max_homopolymer	0.00612400115364484	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	3	4	gc_deviation_from_0p5	0.002542552629506773	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	3	4	max_homopolymer	0.007916181310699688	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	4	0	gc_deviation_from_0p5	0.0026741801930822108	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	4	0	max_homopolymer	0.0076974505556835875	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	4	1	gc_deviation_from_0p5	0.00014730607059327264	10000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	4	1	max_homopolymer	0.003904216880824089	10000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	4	2	gc_deviation_from_0p5	0.0007286129869109433	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	4	2	max_homopolymer	0.0061308535215474505	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	4	3	gc_deviation_from_0p5	0.0033938230392148412	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	4	3	max_homopolymer	0.006458958535938222	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	4	4	gc_deviation_from_0p5	0.00031743865694252633	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D0_composition	4	4	max_homopolymer	0.007854525319405295	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	0	candidate_pairs	-0.01759354620794343	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	0	gc_deviation_from_0p5	0.003809733275777236	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	0	longest_stem	0.0036314192094086825	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	0	max_homopolymer	0.007950203238661042	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	1	candidate_pairs	-0.019737511831910613	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	1	gc_deviation_from_0p5	0.004566529216601499	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	1	longest_stem	0.0028807206182224166	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	1	max_homopolymer	0.00635685152613214	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	2	candidate_pairs	-0.022043943528862325	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	2	gc_deviation_from_0p5	0.0041713016470739965	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	2	longest_stem	0.007284689638562652	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	2	max_homopolymer	0.006907073393302795	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	3	candidate_pairs	-0.016620158263512323	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	3	gc_deviation_from_0p5	0.0031585328646417266	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	3	longest_stem	0.0006733265391319419	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	3	max_homopolymer	0.005232417315328016	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	4	candidate_pairs	-0.01903792239286445	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	4	gc_deviation_from_0p5	0.0032764229656361754	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	4	longest_stem	0.0022929173979257494	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	0	4	max_homopolymer	0.007869946594871518	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	0	candidate_pairs	-0.018404170332577584	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	0	gc_deviation_from_0p5	0.003371109875822339	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	0	longest_stem	0.0029809351011973097	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	0	max_homopolymer	0.007321315222895271	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	1	candidate_pairs	-0.019855394089871744	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	1	gc_deviation_from_0p5	0.0047445333680424286	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	1	longest_stem	0.002484050494181507	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	1	max_homopolymer	0.006397313884006717	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	2	candidate_pairs	-0.019880280257424224	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	2	gc_deviation_from_0p5	0.0010946664375076924	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	2	longest_stem	0.004550742081447792	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	2	max_homopolymer	0.006777425050183403	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	3	candidate_pairs	-0.016849924967394354	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	3	gc_deviation_from_0p5	0.004273117692274987	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	3	longest_stem	0.002440493368796345	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	3	max_homopolymer	0.0056375766796603645	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	4	candidate_pairs	-0.019681382667852354	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	4	gc_deviation_from_0p5	0.005488877659845823	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	4	longest_stem	0.003893845080276257	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	1	4	max_homopolymer	0.008190643005472382	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	0	candidate_pairs	-0.015518744936804869	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	0	gc_deviation_from_0p5	0.003270130000149748	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	0	longest_stem	0.0011672993376692772	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	0	max_homopolymer	0.006630474593637026	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	1	candidate_pairs	-0.01993683828587036	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	1	gc_deviation_from_0p5	0.004342653798343838	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	1	longest_stem	0.004886427708822782	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	1	max_homopolymer	0.00593736769262024	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	2	candidate_pairs	-0.02102975524099409	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	2	gc_deviation_from_0p5	0.002666750504715421	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	2	longest_stem	0.00289898717898169	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	2	max_homopolymer	0.006719884311972521	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	3	candidate_pairs	-0.015962618403706903	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	3	gc_deviation_from_0p5	0.003933536676152994	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	3	longest_stem	0.0011009741175237665	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	3	max_homopolymer	0.006197248893875559	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	4	candidate_pairs	-0.019469212681481222	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	4	gc_deviation_from_0p5	0.004219953429656215	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	4	longest_stem	0.004419520195813349	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	2	4	max_homopolymer	0.008251486830268237	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	0	candidate_pairs	-0.019043247190971918	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	0	gc_deviation_from_0p5	0.002822190311853552	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	0	longest_stem	0.00345561327546597	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	0	max_homopolymer	0.006997196988782886	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	1	candidate_pairs	-0.020346927747246175	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	1	gc_deviation_from_0p5	0.001746672360179217	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	1	longest_stem	0.0036629804418985687	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	1	max_homopolymer	0.006683820218995854	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	2	candidate_pairs	-0.018109410735461483	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	2	gc_deviation_from_0p5	0.00559155398335254	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	2	longest_stem	0.0060480786568125056	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	2	max_homopolymer	0.00726560675995678	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	3	candidate_pairs	-0.021534284932928464	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	3	gc_deviation_from_0p5	0.004249814855469693	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	3	longest_stem	0.003538512615783799	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	3	max_homopolymer	0.00586880638193629	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	4	candidate_pairs	-0.019271840341823044	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	4	gc_deviation_from_0p5	0.005236684498828368	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	4	longest_stem	0.002403168172371026	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	3	4	max_homopolymer	0.007899570973406544	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	0	candidate_pairs	-0.016760956767477072	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	0	gc_deviation_from_0p5	0.004544519041930871	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	0	longest_stem	0.001480613914870106	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	0	max_homopolymer	0.007067759911021575	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	1	candidate_pairs	-0.015435341579510344	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	1	gc_deviation_from_0p5	0.0019480143952661914	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	1	longest_stem	0.0007262633342874529	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	1	max_homopolymer	0.006670562089210841	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	2	candidate_pairs	-0.017476367254916685	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	2	gc_deviation_from_0p5	0.0028992618932875427	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	2	longest_stem	0.001721727068450079	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	2	max_homopolymer	0.005955043564447011	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	3	candidate_pairs	-0.02155627481872717	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	3	gc_deviation_from_0p5	0.0063573303836344484	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	3	longest_stem	0.00490575658463869	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	3	max_homopolymer	0.006314857521627116	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	4	candidate_pairs	-0.020612734508440447	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	4	gc_deviation_from_0p5	0.0027531438984620487	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	4	longest_stem	0.005554379541386569	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D1_structural_rules	4	4	max_homopolymer	0.007692345098792801	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	0	candidate_pairs	-0.00906320506604636	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	0	gc_deviation_from_0p5	0.0033645975709371253	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	0	longest_stem	0.0028436659587428893	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	0	max_homopolymer	0.007339858426038909	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	0	weighted_pairs	-0.007210884590550043	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	1	candidate_pairs	-0.011036819107105885	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	1	gc_deviation_from_0p5	0.004000866783934321	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	1	longest_stem	0.0019126804153572813	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	1	max_homopolymer	0.005891865715885436	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	1	weighted_pairs	-0.007047151734069593	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	2	candidate_pairs	-0.016533378438134353	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	2	gc_deviation_from_0p5	0.00417042004443905	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	2	longest_stem	0.008059706808709075	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	2	max_homopolymer	0.006903469651275982	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	2	weighted_pairs	-0.006159668451414892	100.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	3	candidate_pairs	-0.011087753587896302	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	3	gc_deviation_from_0p5	0.003243619049175159	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	3	longest_stem	0.002026438244932811	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	3	max_homopolymer	0.005204718448022093	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	3	weighted_pairs	-0.007121349910482672	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	4	candidate_pairs	-0.010551319508108198	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	4	gc_deviation_from_0p5	0.0028416484469194355	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	4	longest_stem	0.0015311948803704786	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	4	max_homopolymer	0.007286918550520108	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	0	4	weighted_pairs	-0.007060920806812051	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	0	candidate_pairs	-0.009697713988908993	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	0	gc_deviation_from_0p5	0.0029399167660332137	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	0	longest_stem	0.0021999364215838646	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	0	max_homopolymer	0.006766031716416785	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	0	weighted_pairs	-0.007340988508089899	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	1	candidate_pairs	-0.04881583212174344	10.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	1	gc_deviation_from_0p5	0.0048607869626468465	10.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	1	longest_stem	-0.0008094656142086088	10.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	1	max_homopolymer	0.0064404913280812935	10.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	1	weighted_pairs	0.03132964571105149	10.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	2	candidate_pairs	-0.010549702070081442	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	2	gc_deviation_from_0p5	0.00082573990819678	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	2	longest_stem	0.0035240534765334985	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	2	max_homopolymer	0.006277691944188571	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	2	weighted_pairs	-0.007749152349094654	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	3	candidate_pairs	-0.010572035695248352	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	3	gc_deviation_from_0p5	0.004361574734024881	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	3	longest_stem	0.003987835476312344	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	3	max_homopolymer	0.005601971531607473	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	3	weighted_pairs	-0.00809285285818708	1000.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	4	candidate_pairs	-0.049027340358392825	10.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	4	gc_deviation_from_0p5	0.005630519106327732	10.0
DT4DDS	selection_continuous_oof	Twist_GCall	day7_vs_day0_log2fc_plus1	D2_assay_calibrated	1	4	longest_stem	0.0005409652880666746	10.0
