dataset	evaluation	pool_or_direction	endpoint	comparison	baseline_model	extended_model	retention_fraction	delta_selected_mean	delta_selected_mean_ci_2p5	delta_selected_mean_ci_97p5	delta_selected_event_rate	delta_event_rate_ci_2p5	delta_event_rate_ci_97p5	n_sequences	bootstrap_unit
Gimpel2025_PCR	source_only_transfer	GCall_to_GCfix	relative_efficiency	full_weighted_increment	P4_full_structural_context	P5_combined_context	0.1	0.000653738753719102	0.00046798037665971015	0.0008729810605373144	-0.0016666666666666668	-0.004325446918496219	2.912655059474577e-05	11994	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCall_to_GCfix	relative_efficiency	variable_structure_vs_composition	P0_composition	P1_variable_structure	0.1	0.0004634926916573523	0.00011291549310098459	0.0008069648924376172	0.0024999999999999996	-0.0026272856682256784	0.007820660559259151	11994	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCall_to_GCfix	relative_efficiency	weighted_increment	P2_assay_context	P3_assay_calibrated	0.1	1.8523268294767803e-06	-1.357274456023072e-05	1.8963916664288533e-05	0.0	-2.171455033588458e-05	2.516023777267179e-05	11994	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCall_to_GCfix	relative_efficiency	assay_context_increment	P1_variable_structure	P2_assay_context	0.25	0.0004844011136917459	0.00026493776996093786	0.0007004308995283312	-0.004668222740913638	-0.008629485662382403	-0.0009403171230261912	11994	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCall_to_GCfix	relative_efficiency	calibration_vs_frozen_proxy	F0_frozen_low_proxy	P5_combined_context	0.25	0.002955837749667345	0.0026167397209394235	0.003299829269595458	-0.023341113704568192	-0.029422631133170885	-0.01749257404686803	11994	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCall_to_GCfix	relative_efficiency	full_amplicon_replacement_sensitivity	P3_assay_calibrated	P6_full_amplicon_replacement	0.25	0.00030265804824436415	0.00018748751574084176	0.0004152020283669788	-0.0016672224074691568	-0.0037754118958492895	0.0006048658656466362	11994	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCall_to_GCfix	relative_efficiency	full_structural_context_increment	P3_assay_calibrated	P4_full_structural_context	0.25	0.0001522593609173395	2.736896743104067e-05	0.0002764910245197538	-0.00033344448149383137	-0.002606286185088143	0.0019161436708963594	11994	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCall_to_GCfix	relative_efficiency	full_weighted_increment	P4_full_structural_context	P5_combined_context	0.25	0.00042332922593657507	0.0003086512478492953	0.0005419731719970289	-0.0020006668889629878	-0.00453519770038532	0.0002564345513180361	11994	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCall_to_GCfix	relative_efficiency	variable_structure_vs_composition	P0_composition	P1_variable_structure	0.25	0.00039569741552059057	0.000172623324481469	0.0006143378377200412	-0.0010003334444814924	-0.0048508431884995845	0.0028227737048234164	11994	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCall_to_GCfix	relative_efficiency	weighted_increment	P2_assay_context	P3_assay_calibrated	0.25	1.194463049225547e-05	-3.0915439435230672e-06	2.8443826131924184e-05	0.0	-1.6903026355726643e-05	1.5697759309000166e-05	11994	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCall_to_GCfix	relative_efficiency	assay_context_increment	P1_variable_structure	P2_assay_context	0.5	0.0006441965769485858	0.0004900222596276816	0.0007951099552072182	-0.0071702517925629474	-0.010002442311384032	-0.004364558918768937	11994	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCall_to_GCfix	relative_efficiency	calibration_vs_frozen_proxy	F0_frozen_low_proxy	P5_combined_context	0.5	0.002096296420510124	0.0018703518225836324	0.002334304936360826	-0.017842254460563617	-0.021759542597103214	-0.013914123726495078	11994	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCall_to_GCfix	relative_efficiency	full_amplicon_replacement_sensitivity	P3_assay_calibrated	P6_full_amplicon_replacement	0.5	0.0001443745183682399	5.101100884389864e-05	0.0002365408659154966	-0.0005002501250625313	-0.002201616421981046	0.0011629770856925014	11994	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCall_to_GCfix	relative_efficiency	full_structural_context_increment	P3_assay_calibrated	P4_full_structural_context	0.5	0.00017028164856780492	9.334895912923579e-05	0.0002528607608702882	-0.001834250458562615	-0.0032779760598656057	-0.0005006243326094156	11994	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCall_to_GCfix	relative_efficiency	full_weighted_increment	P4_full_structural_context	P5_combined_context	0.5	0.00017864173290038643	0.0001023009132964936	0.0002562385608932404	0.00016675004168751045	-0.0012037721995510349	0.001628858307499645	11994	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCall_to_GCfix	relative_efficiency	variable_structure_vs_composition	P0_composition	P1_variable_structure	0.5	0.0002781001883673806	0.00014938625248500648	0.0004198469241750212	-0.0018342504585626158	-0.004045347662894147	0.00034054374591313167	11994	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCall_to_GCfix	relative_efficiency	weighted_increment	P2_assay_context	P3_assay_calibrated	0.5	-8.024219879221306e-06	-2.6258288864816627e-05	3.700703065789843e-06	0.00016675004168751045	-6.387784912244548e-06	0.0005075903395603834	11994	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	assay_context_increment	P1_variable_structure	P2_assay_context	0.1	0.0007878023140941437	0.0003316098759137964	0.0012431182271610546	-0.010833333333333334	-0.018797119415349096	-0.003360468661882253	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	calibration_vs_frozen_proxy	F0_frozen_low_proxy	P5_combined_context	0.1	0.003047252059157901	0.002591875582250447	0.003465995579904027	-0.018333333333333333	-0.02718251840496394	-0.009748202079307395	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	full_amplicon_replacement_sensitivity	P3_assay_calibrated	P6_full_amplicon_replacement	0.1	0.0007453286054794894	0.0004637059677612021	0.0010231798072237342	-0.001666666666666667	-0.00611003366087025	0.002758474072978916	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	full_structural_context_increment	P3_assay_calibrated	P4_full_structural_context	0.1	0.000210767188534966	-0.0001403489455241047	0.0005173496590085313	0.0008333333333333335	-0.0033861393392190845	0.005156606788229441	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	full_weighted_increment	P4_full_structural_context	P5_combined_context	0.1	0.0007841880419414693	0.00048573755127077624	0.0010994224268410565	-0.0033333333333333335	-0.008009744540615826	0.0009507143345221542	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	variable_structure_vs_composition	P0_composition	P1_variable_structure	0.1	8.139404412910167e-05	-0.0003948284568495386	0.0005778821335117422	0.0033333333333333322	-0.004500992947513976	0.011286604403681164	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	weighted_increment	P2_assay_context	P3_assay_calibrated	0.1	1.1152953915960495e-06	-2.814003062208692e-05	2.8106711330844188e-05	0.0	-4.817712295104614e-05	4.8815098221366376e-05	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	assay_context_increment	P1_variable_structure	P2_assay_context	0.25	0.0008247204016533782	0.0005624938722468053	0.0011125092461231833	-0.008666666666666666	-0.013070217255348099	-0.004331777677679983	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	calibration_vs_frozen_proxy	F0_frozen_low_proxy	P5_combined_context	0.25	0.0027025228492290054	0.0023983207682054643	0.003000734445210992	-0.02033333333333333	-0.02563160981915147	-0.014658774404333894	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	full_amplicon_replacement_sensitivity	P3_assay_calibrated	P6_full_amplicon_replacement	0.25	0.0003887906522097584	0.0002140818764425234	0.0005754081824572765	-0.0030000000000000005	-0.005731612967093133	-0.00025385101808277186	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	full_structural_context_increment	P3_assay_calibrated	P4_full_structural_context	0.25	0.00029384184457059703	0.00015174039752761104	0.000431018913249248	-0.001	-0.003615760967024617	0.0014270507696108586	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	full_weighted_increment	P4_full_structural_context	P5_combined_context	0.25	0.00039919909425467637	0.0002394917839657784	0.0005600260657650734	-0.004	-0.006619984918142889	-0.001384279251760764	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	variable_structure_vs_composition	P0_composition	P1_variable_structure	0.25	0.00019739074490265907	-4.332513013142192e-05	0.000429284768423288	0.0009999999999999992	-0.003127378037089026	0.005187899863001061	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	weighted_increment	P2_assay_context	P3_assay_calibrated	0.25	-2.203730127958714e-05	-6.84644102352583e-05	1.0333779409210621e-05	0.0003333333333333339	-1.588327013911984e-05	0.0010094276533178892	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	assay_context_increment	P1_variable_structure	P2_assay_context	0.5	0.0006912423299101356	0.0005216849180417149	0.0008740694817325698	-0.008001333555592597	-0.010990407632823659	-0.005089441811604449	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	calibration_vs_frozen_proxy	F0_frozen_low_proxy	P5_combined_context	0.5	0.0019587098796135516	0.0017535447093358803	0.0021730884520379965	-0.016836139356559428	-0.020524686224144502	-0.012805771185972894	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	full_amplicon_replacement_sensitivity	P3_assay_calibrated	P6_full_amplicon_replacement	0.5	0.000269471700405699	0.00016940180054708653	0.0003755882299618762	-0.0023337222870478402	-0.004202562679745536	-0.0006178660596307857	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	full_structural_context_increment	P3_assay_calibrated	P4_full_structural_context	0.5	0.0002021863095706955	0.0001045037988467834	0.0003005450901883199	-0.001000166694449074	-0.002649776920734499	0.0005061681822233649	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	full_weighted_increment	P4_full_structural_context	P5_combined_context	0.5	0.00021735338688766426	0.00010537910105713477	0.0003185216671047319	-0.0018336389398233037	-0.0033282985189017895	-0.00030862187816603866	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	variable_structure_vs_composition	P0_composition	P1_variable_structure	0.5	0.00019553122293625158	6.197921542779317e-05	0.0003237688222142321	-0.0011668611435239236	-0.0035876649112013626	0.0013453762402126335	11998	sequence; conditional on frozen OOF or transfer predictions
Gimpel2025_PCR	source_only_transfer	GCfix_to_GCall	relative_efficiency	weighted_increment	P2_assay_context	P3_assay_calibrated	0.5	-2.660150331790234e-06	-1.4752202442047669e-05	6.426762275268949e-06	0.00016669444907484524	-8.182830299524472e-06	0.0005080126928888294	11998	sequence; conditional on frozen OOF or transfer predictions
