dataset	analysis	pool_or_direction	endpoint	model	feature	median_standardized_coefficient	coefficient_q25	coefficient_q75	negative_fits	positive_fits	n_fits	sign_boundary
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P5_combined_context	right_boundary_vs_left_adapter_complement_4mers	-0.00029203706709550654	-0.0003395912181858282	-0.00026786953459157853	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P5_combined_context	right_boundary_vs_left_adapter_max_rc_tract	0.00044546988788422647	0.0004203070528787131	0.0004720479318675962	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P5_combined_context	right_boundary_vs_right_adapter_complement_4mers	-0.0004966983567620569	-0.0005103308621286598	-0.0004436510142997211	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P5_combined_context	right_boundary_vs_right_adapter_max_rc_tract	-0.0003756909785718202	-0.00043409359832952403	-0.0003410023066301135	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P5_combined_context	variable_candidate_pairs	-0.006320747464777508	-0.006803224986604105	-0.005986605325486602	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P5_combined_context	variable_longest_stem	9.785791170466064e-05	7.089484401628437e-05	0.0001526042429773942	2	23	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P5_combined_context	variable_weighted_pairs	0.007690625800910874	0.007296880085860938	0.008305118733675265	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P6_full_amplicon_replacement	base_freq_A	-0.00018325502110636005	-0.0001992505047285982	-0.00016906022326950535	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P6_full_amplicon_replacement	base_freq_C	0.0004274816451694282	0.0004055098558988387	0.0004416950255748378	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P6_full_amplicon_replacement	base_freq_G	0.00018879402899934895	0.00017270410703641313	0.00021150589255109113	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P6_full_amplicon_replacement	base_freq_T	-0.00042476825248236776	-0.00045745042457608705	-0.00041217205672857673	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P6_full_amplicon_replacement	full_amplicon_candidate_pairs	0.010300926221975147	0.010058552390781926	0.010673615106522557	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P6_full_amplicon_replacement	full_amplicon_longest_stem	0.0059122288905795895	0.00575644111966813	0.0060235676278594975	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P6_full_amplicon_replacement	full_amplicon_weighted_pairs	-0.014248624402145946	-0.014715826704186495	-0.013884768176046919	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P6_full_amplicon_replacement	gc_deviation_from_0p5	1.5615709604068063e-05	-1.7341777199721595e-05	6.048479232180498e-05	9	16	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P6_full_amplicon_replacement	left_boundary_vs_left_adapter_complement_4mers	-0.000675048776400648	-0.0007819294236664335	-0.000615136251948373	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P6_full_amplicon_replacement	left_boundary_vs_left_adapter_max_rc_tract	-0.0009576214175477302	-0.0010097929908632903	-0.0008434823079554825	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P6_full_amplicon_replacement	left_boundary_vs_right_adapter_complement_4mers	-0.00015750457338540395	-0.0002352596875212094	-9.932720761306394e-05	24	1	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P6_full_amplicon_replacement	left_boundary_vs_right_adapter_max_rc_tract	-2.210590556189136e-05	-9.079149269628093e-05	2.8480638803372085e-05	17	8	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P6_full_amplicon_replacement	max_homopolymer	-2.0553971566403075e-06	-2.384487693076664e-05	1.5254250496452853e-05	13	12	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P6_full_amplicon_replacement	right_boundary_vs_left_adapter_complement_4mers	-0.00036717821103700717	-0.0004188869849497359	-0.0003341698059455048	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P6_full_amplicon_replacement	right_boundary_vs_left_adapter_max_rc_tract	0.00032324737067777334	0.0002843247932379859	0.00034647773816397074	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P6_full_amplicon_replacement	right_boundary_vs_right_adapter_complement_4mers	-0.000577983374838513	-0.0005930925794260691	-0.000537802961213294	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCall	relative_efficiency	P6_full_amplicon_replacement	right_boundary_vs_right_adapter_max_rc_tract	-0.00046331616548084546	-0.000510373763897134	-0.00042922264950879396	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P0_composition	base_freq_A	0.00015694188842691015	0.00014096336819843653	0.00016951837957741408	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P0_composition	base_freq_C	0.00020675314647351287	0.0001984160043809851	0.00022395572505985967	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P0_composition	base_freq_G	-0.00020675314647351206	-0.00022395572505985883	-0.000198416004380984	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P0_composition	base_freq_T	-0.00015694188842691137	-0.00016951837957741728	-0.00014096336819843382	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P0_composition	gc_deviation_from_0p5	0.0	0.0	0.0	0	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P0_composition	max_homopolymer	6.362525556505066e-05	4.533985433497982e-05	7.602366562238729e-05	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P1_variable_structure	base_freq_A	0.00016558663786547762	0.00014790331303895477	0.0001718867603784825	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P1_variable_structure	base_freq_C	0.00021653494272086976	0.00020311981539499778	0.0002230569348504694	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P1_variable_structure	base_freq_G	-0.0002165349427208853	-0.00022305693485046935	-0.00020311981539499784	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P1_variable_structure	base_freq_T	-0.00016558663786548557	-0.00017188676037849902	-0.00014790331303895488	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P1_variable_structure	gc_deviation_from_0p5	0.0	0.0	0.0	0	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P1_variable_structure	max_homopolymer	8.251467682649671e-05	7.060516064891426e-05	0.00010658355781770302	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P1_variable_structure	variable_candidate_pairs	0.0005001205794530588	0.00045934343118849455	0.0005839113475362397	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P1_variable_structure	variable_longest_stem	9.773285974440767e-05	7.013241584606188e-05	0.00014858006408311034	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P2_assay_context	base_freq_A	0.00012980331946357314	0.00011380033333731569	0.00013606901905890027	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P2_assay_context	base_freq_C	0.00011860486548816283	0.00011209144932636725	0.00012555163878635552	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P2_assay_context	base_freq_G	-0.00011860486548816363	-0.00012555163878635642	-0.00011209144932636809	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P2_assay_context	base_freq_T	-0.00012980331946357257	-0.00013606901905890048	-0.0001138003333373161	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P2_assay_context	gc_deviation_from_0p5	0.0	0.0	0.0	0	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P2_assay_context	left_boundary_vs_left_adapter_complement_4mers	-0.0008622356245871883	-0.0009086023875269913	-0.0008173709307770521	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P2_assay_context	left_boundary_vs_left_adapter_max_rc_tract	-0.0008950289803169701	-0.0009346777997954191	-0.0008312872779293678	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P2_assay_context	left_boundary_vs_right_adapter_complement_4mers	-2.9157841974612714e-05	-6.051508687104442e-05	2.2772276388197514e-06	17	8	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P2_assay_context	left_boundary_vs_right_adapter_max_rc_tract	-0.0003478837187844016	-0.0003693789393365893	-0.0003328514196025569	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P2_assay_context	max_homopolymer	-4.844473029861126e-06	-1.7178284703051293e-05	1.3600769564617938e-05	15	10	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P2_assay_context	right_boundary_vs_left_adapter_complement_4mers	-0.00020531107874520208	-0.00023735539632513433	-0.00014344371632782208	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P2_assay_context	right_boundary_vs_left_adapter_max_rc_tract	9.154361725465646e-05	6.530102580761016e-05	0.00010592921548141259	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P2_assay_context	right_boundary_vs_right_adapter_complement_4mers	-0.0004269306214050226	-0.00045045449525202963	-0.0003889612844296574	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P2_assay_context	right_boundary_vs_right_adapter_max_rc_tract	-0.0003844965873567704	-0.0004251274163009381	-0.00035758505198086677	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P2_assay_context	variable_candidate_pairs	0.00047627524224770493	0.000437963958449085	0.0005017178393123253	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P2_assay_context	variable_longest_stem	0.00014635672684156607	0.00013353590595098676	0.00017504857415734875	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P3_assay_calibrated	base_freq_A	0.00013027745382962385	0.00011382325790127531	0.00013646745368524094	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P3_assay_calibrated	base_freq_C	0.00011871354940165979	0.00011214729956481323	0.0001256119574283371	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P3_assay_calibrated	base_freq_G	-0.00011871354940166055	-0.00012561195742833805	-0.00011214729956481402	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P3_assay_calibrated	base_freq_T	-0.0001302774538296254	-0.0001364674536851185	-0.00011382325790127573	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P3_assay_calibrated	gc_deviation_from_0p5	0.0	0.0	0.0	0	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P3_assay_calibrated	left_boundary_vs_left_adapter_complement_4mers	-0.0008616790033230724	-0.0009082951636386216	-0.0008274074649512345	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P3_assay_calibrated	left_boundary_vs_left_adapter_max_rc_tract	-0.0008951961147788102	-0.0009761726506693918	-0.0008316671053661491	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P3_assay_calibrated	left_boundary_vs_right_adapter_complement_4mers	-2.928855236588691e-05	-6.043828158065757e-05	2.216355388509444e-06	17	8	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P3_assay_calibrated	left_boundary_vs_right_adapter_max_rc_tract	-0.00034806469406172246	-0.0003727648615615656	-0.00033294523843050046	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P3_assay_calibrated	max_homopolymer	-4.1411654248945254e-06	-1.630751183814337e-05	1.4506527058435153e-05	15	10	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P3_assay_calibrated	right_boundary_vs_left_adapter_complement_4mers	-0.0002055118123873764	-0.00023751592392691291	-0.00014526718123883132	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P3_assay_calibrated	right_boundary_vs_left_adapter_max_rc_tract	9.453194510659901e-05	6.554125838044025e-05	0.00010612155577863253	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P3_assay_calibrated	right_boundary_vs_right_adapter_complement_4mers	-0.0004274674807691803	-0.00045065293124902967	-0.00038607655797815707	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P3_assay_calibrated	right_boundary_vs_right_adapter_max_rc_tract	-0.00038444688938930725	-0.00042478434493085416	-0.00035747464397562086	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P3_assay_calibrated	variable_candidate_pairs	0.00032187962728401793	0.00030171318057011187	0.00033807697020842703	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P3_assay_calibrated	variable_longest_stem	0.0001091422646952132	9.239644828024492e-05	0.0001429441254794338	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P3_assay_calibrated	variable_weighted_pairs	0.00020229343286918178	0.0001828439986021782	0.00022732526458190736	2	23	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P4_full_structural_context	base_freq_A	0.0001055502877762996	9.253581612835516e-05	0.00011448465515002768	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P4_full_structural_context	base_freq_C	8.504693860860646e-05	7.273014296370751e-05	9.437803158752561e-05	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P4_full_structural_context	base_freq_G	-8.504693860870038e-05	-9.437803158756317e-05	-7.27301429652216e-05	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P4_full_structural_context	base_freq_T	-0.00010555028777637089	-0.0001144846551525563	-9.25358161284871e-05	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P4_full_structural_context	full_amplicon_candidate_pairs	-0.0017970144529305895	-0.001889902924389449	-0.0016952972553586113	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P4_full_structural_context	full_amplicon_longest_stem	0.001364021070541193	0.0013298155975711734	0.0014442289943986078	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P4_full_structural_context	gc_deviation_from_0p5	0.0	0.0	0.0	0	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P4_full_structural_context	left_boundary_vs_left_adapter_complement_4mers	-0.000706960653987277	-0.0007824403808375944	-0.0006354278540671793	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P4_full_structural_context	left_boundary_vs_left_adapter_max_rc_tract	-0.0008491102983726824	-0.000951200204226112	-0.0007671769030515382	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P4_full_structural_context	left_boundary_vs_right_adapter_complement_4mers	0.00023283948552327562	0.00021120458248141273	0.0003106918649448708	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P4_full_structural_context	left_boundary_vs_right_adapter_max_rc_tract	-0.00035823085345197496	-0.00038043820867265693	-0.0003209999871464131	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P4_full_structural_context	max_homopolymer	-5.8213356619291314e-05	-7.571615716796413e-05	-3.3512880100210876e-05	23	2	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P4_full_structural_context	right_boundary_vs_left_adapter_complement_4mers	-0.00012558552560640226	-0.0001800291325071959	-3.452526490088163e-05	22	3	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P4_full_structural_context	right_boundary_vs_left_adapter_max_rc_tract	0.00030317029070382783	0.00028403338512607046	0.0003504422835598435	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P4_full_structural_context	right_boundary_vs_right_adapter_complement_4mers	-0.0002802209795902629	-0.0003188139841136246	-0.00019731850465130415	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P4_full_structural_context	right_boundary_vs_right_adapter_max_rc_tract	-0.00030142348508291794	-0.00036300527683433227	-0.0002672496941433865	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P4_full_structural_context	variable_candidate_pairs	0.002707713952677966	0.002419320011112905	0.0032415323850787125	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P4_full_structural_context	variable_longest_stem	0.00022034605116511393	0.00017453794240000178	0.0002647044295594062	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P4_full_structural_context	variable_weighted_pairs	-0.0011905928286906336	-0.0016776961848840874	-0.0007077761852358194	23	2	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	base_freq_A	0.0001284865447065608	0.00011218846389898856	0.00013611295379601903	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	base_freq_C	0.00010392003411343942	9.476056480881802e-05	0.00011225152432615489	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	base_freq_G	-0.00010392003408114357	-0.0001122515992546804	-9.476056480032095e-05	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	base_freq_T	-0.00012848654474086087	-0.00013611295377672554	-0.00011218846390591369	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	full_amplicon_candidate_pairs	0.011637864608629901	0.011303569555975019	0.012119321750185286	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	full_amplicon_longest_stem	0.007786752153973974	0.007530236580266271	0.007985603740257788	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	full_amplicon_weighted_pairs	-0.01743318953724496	-0.01817873608744306	-0.01708273050857312	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	gc_deviation_from_0p5	0.0	0.0	0.0	0	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	left_boundary_vs_left_adapter_complement_4mers	-0.0009580090920692832	-0.00099080732587524	-0.000896300077902214	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	left_boundary_vs_left_adapter_max_rc_tract	-0.0007199422439962357	-0.0008364876567083156	-0.000631378225115056	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	left_boundary_vs_right_adapter_complement_4mers	7.329936415455067e-06	-5.1881881891145485e-05	6.50172699622678e-05	12	13	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	left_boundary_vs_right_adapter_max_rc_tract	-0.00019535969664342755	-0.00023776450444946276	-0.00015566531805008983	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	max_homopolymer	-1.4242280158721753e-05	-2.487994940797775e-05	9.267050305167576e-06	17	8	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	right_boundary_vs_left_adapter_complement_4mers	-0.00039026308360304	-0.00040911118601005483	-0.0002953561884306815	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	right_boundary_vs_left_adapter_max_rc_tract	0.00046508718702273317	0.0004304718853924825	0.0004976420005991525	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	right_boundary_vs_right_adapter_complement_4mers	-0.0005208029689857107	-0.0005834519058554932	-0.0004672933647312276	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	right_boundary_vs_right_adapter_max_rc_tract	-0.00015227923048888293	-0.00019667786576322286	-0.00012395894543415373	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	variable_candidate_pairs	-0.0048407226812810615	-0.005122764126398137	-0.004347761881830267	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	variable_longest_stem	0.00027798527507889615	0.0002569599144425083	0.00031381795981220127	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P5_combined_context	variable_weighted_pairs	0.006276529833358505	0.005805261165178443	0.006524545817796728	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P6_full_amplicon_replacement	base_freq_A	0.0001475261060320633	0.00013257292786893107	0.00015344947156323098	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P6_full_amplicon_replacement	base_freq_C	0.00012564256343733582	0.00011661990749760568	0.00013292732770034196	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P6_full_amplicon_replacement	base_freq_G	-0.0001256425771182727	-0.00013292738464699267	-0.00011661990749216285	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P6_full_amplicon_replacement	base_freq_T	-0.00014752610606214714	-0.00015344947156602185	-0.00013257294142379712	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P6_full_amplicon_replacement	full_amplicon_candidate_pairs	0.009496910316588017	0.00929106194735573	0.009807917428263398	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P6_full_amplicon_replacement	full_amplicon_longest_stem	0.005239074880302388	0.004974131781012572	0.005303980364167793	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P6_full_amplicon_replacement	full_amplicon_weighted_pairs	-0.012743933169920759	-0.013082940407011396	-0.012273163952719117	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P6_full_amplicon_replacement	gc_deviation_from_0p5	0.0	0.0	0.0	0	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P6_full_amplicon_replacement	left_boundary_vs_left_adapter_complement_4mers	-0.0010538021875453204	-0.0010945767791375378	-0.0009717041670463036	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P6_full_amplicon_replacement	left_boundary_vs_left_adapter_max_rc_tract	-0.0008335927704546111	-0.0009319053611384547	-0.0007287679845990132	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P6_full_amplicon_replacement	left_boundary_vs_right_adapter_complement_4mers	-4.61077560673661e-05	-0.00011481640827604907	-1.0022498332285044e-05	19	6	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P6_full_amplicon_replacement	left_boundary_vs_right_adapter_max_rc_tract	-0.0003712953191772403	-0.00040694140424927654	-0.00033923510779483395	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P6_full_amplicon_replacement	max_homopolymer	-2.6397313009139756e-06	-1.691131474166577e-05	1.3801222936669161e-05	13	12	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P6_full_amplicon_replacement	right_boundary_vs_left_adapter_complement_4mers	-0.0004717612930424242	-0.0004887946263101506	-0.0003756944222685387	25	0	25	association direction within fitted model; not causal effect
