dataset	analysis	pool_or_direction	endpoint	model	feature	median_standardized_coefficient	coefficient_q25	coefficient_q75	negative_fits	positive_fits	n_fits	sign_boundary
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P6_full_amplicon_replacement	right_boundary_vs_left_adapter_max_rc_tract	0.0003197299472149804	0.0002873635695986472	0.00035118111214112456	0	25	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P6_full_amplicon_replacement	right_boundary_vs_right_adapter_complement_4mers	-0.0005985319081499286	-0.0006674650265149372	-0.0005192340607656851	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_oof	GCfix	relative_efficiency	P6_full_amplicon_replacement	right_boundary_vs_right_adapter_max_rc_tract	-0.00027731758511184625	-0.0003492294327724895	-0.0002633077367567529	25	0	25	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P0_composition	base_freq_A	-8.912194180366104e-05	-8.912194180366104e-05	-8.912194180366104e-05	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P0_composition	base_freq_C	0.00043019142189457317	0.00043019142189457317	0.00043019142189457317	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P0_composition	base_freq_G	7.019023894434931e-05	7.019023894434931e-05	7.019023894434931e-05	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P0_composition	base_freq_T	-0.00041279735522183644	-0.00041279735522183644	-0.00041279735522183644	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P0_composition	gc_deviation_from_0p5	8.946955873539616e-05	8.946955873539616e-05	8.946955873539616e-05	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P0_composition	max_homopolymer	6.377001184609705e-05	6.377001184609705e-05	6.377001184609705e-05	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P1_variable_structure	base_freq_A	-9.038386829498202e-05	-9.038386829498202e-05	-9.038386829498202e-05	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P1_variable_structure	base_freq_C	0.000430046844199445	0.000430046844199445	0.000430046844199445	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P1_variable_structure	base_freq_G	6.778204144876568e-05	6.778204144876568e-05	6.778204144876568e-05	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P1_variable_structure	base_freq_T	-0.000408995556545915	-0.000408995556545915	-0.000408995556545915	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P1_variable_structure	gc_deviation_from_0p5	4.85679361202955e-05	4.85679361202955e-05	4.85679361202955e-05	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P1_variable_structure	max_homopolymer	7.688089280875268e-05	7.688089280875268e-05	7.688089280875268e-05	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P1_variable_structure	variable_candidate_pairs	0.0003189397631975517	0.0003189397631975517	0.0003189397631975517	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P1_variable_structure	variable_longest_stem	3.8097370106787595e-05	3.8097370106787595e-05	3.8097370106787595e-05	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P2_assay_context	base_freq_A	-0.00018699064857051638	-0.00018699064857051638	-0.00018699064857051638	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P2_assay_context	base_freq_C	0.0004032864208537574	0.0004032864208537574	0.0004032864208537574	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P2_assay_context	base_freq_G	0.00019120745923614712	0.00019120745923614712	0.00019120745923614712	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P2_assay_context	base_freq_T	-0.00040919523448140744	-0.00040919523448140744	-0.00040919523448140744	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P2_assay_context	gc_deviation_from_0p5	6.2679193602261464e-06	6.2679193602261464e-06	6.2679193602261464e-06	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P2_assay_context	left_boundary_vs_left_adapter_complement_4mers	-0.0006136249709589557	-0.0006136249709589557	-0.0006136249709589557	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P2_assay_context	left_boundary_vs_left_adapter_max_rc_tract	-0.0009071588165680254	-0.0009071588165680254	-0.0009071588165680254	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P2_assay_context	left_boundary_vs_right_adapter_complement_4mers	-6.960242730625906e-05	-6.960242730625906e-05	-6.960242730625906e-05	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P2_assay_context	left_boundary_vs_right_adapter_max_rc_tract	-0.00013626350885019992	-0.00013626350885019992	-0.00013626350885019992	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P2_assay_context	max_homopolymer	-8.667449197840225e-06	-8.667449197840225e-06	-8.667449197840225e-06	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P2_assay_context	right_boundary_vs_left_adapter_complement_4mers	-0.00017466732664814987	-0.00017466732664814987	-0.00017466732664814987	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P2_assay_context	right_boundary_vs_left_adapter_max_rc_tract	0.0001120607731044901	0.0001120607731044901	0.0001120607731044901	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P2_assay_context	right_boundary_vs_right_adapter_complement_4mers	-0.00042135316240544295	-0.00042135316240544295	-0.00042135316240544295	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P2_assay_context	right_boundary_vs_right_adapter_max_rc_tract	-0.0005744176987625613	-0.0005744176987625613	-0.0005744176987625613	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P2_assay_context	variable_candidate_pairs	0.00034623935567979207	0.00034623935567979207	0.00034623935567979207	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P2_assay_context	variable_longest_stem	1.7704815099771914e-05	1.7704815099771914e-05	1.7704815099771914e-05	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P3_assay_calibrated	base_freq_A	-0.00018723292909617826	-0.00018723292909617826	-0.00018723292909617826	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P3_assay_calibrated	base_freq_C	0.0004034689943237977	0.0004034689943237977	0.0004034689943237977	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P3_assay_calibrated	base_freq_G	0.0001910535891393813	0.0001910535891393813	0.0001910535891393813	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P3_assay_calibrated	base_freq_T	-0.0004089839291215188	-0.0004089839291215188	-0.0004089839291215188	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P3_assay_calibrated	gc_deviation_from_0p5	4.952145612023118e-06	4.952145612023118e-06	4.952145612023118e-06	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P3_assay_calibrated	left_boundary_vs_left_adapter_complement_4mers	-0.0006137044493607679	-0.0006137044493607679	-0.0006137044493607679	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P3_assay_calibrated	left_boundary_vs_left_adapter_max_rc_tract	-0.0009069673981573581	-0.0009069673981573581	-0.0009069673981573581	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P3_assay_calibrated	left_boundary_vs_right_adapter_complement_4mers	-6.988939016618146e-05	-6.988939016618146e-05	-6.988939016618146e-05	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P3_assay_calibrated	left_boundary_vs_right_adapter_max_rc_tract	-0.00013602996233659243	-0.00013602996233659243	-0.00013602996233659243	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P3_assay_calibrated	max_homopolymer	-8.246372552810784e-06	-8.246372552810784e-06	-8.246372552810784e-06	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P3_assay_calibrated	right_boundary_vs_left_adapter_complement_4mers	-0.00017469534384219188	-0.00017469534384219188	-0.00017469534384219188	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P3_assay_calibrated	right_boundary_vs_left_adapter_max_rc_tract	0.00011224214148374619	0.00011224214148374619	0.00011224214148374619	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P3_assay_calibrated	right_boundary_vs_right_adapter_complement_4mers	-0.000421608591741938	-0.000421608591741938	-0.000421608591741938	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P3_assay_calibrated	right_boundary_vs_right_adapter_max_rc_tract	-0.0005745372005194018	-0.0005745372005194018	-0.0005745372005194018	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P3_assay_calibrated	variable_candidate_pairs	0.00023922116728429353	0.00023922116728429353	0.00023922116728429353	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P3_assay_calibrated	variable_longest_stem	-6.533615632181481e-06	-6.533615632181481e-06	-6.533615632181481e-06	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P3_assay_calibrated	variable_weighted_pairs	0.00013418917880094706	0.00013418917880094706	0.00013418917880094706	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P4_full_structural_context	base_freq_A	-0.0002573173957087472	-0.0002573173957087472	-0.0002573173957087472	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P4_full_structural_context	base_freq_C	0.0004181649085279431	0.0004181649085279431	0.0004181649085279431	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P4_full_structural_context	base_freq_G	0.0002509384278412654	0.0002509384278412654	0.0002509384278412654	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P4_full_structural_context	base_freq_T	-0.00041375707263827046	-0.00041375707263827046	-0.00041375707263827046	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P4_full_structural_context	full_amplicon_candidate_pairs	-0.0018254752756499892	-0.0018254752756499892	-0.0018254752756499892	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P4_full_structural_context	full_amplicon_longest_stem	0.0012301189601881162	0.0012301189601881162	0.0012301189601881162	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P4_full_structural_context	gc_deviation_from_0p5	-1.0942065581831232e-05	-1.0942065581831232e-05	-1.0942065581831232e-05	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P4_full_structural_context	left_boundary_vs_left_adapter_complement_4mers	-0.00040516422959354525	-0.00040516422959354525	-0.00040516422959354525	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P4_full_structural_context	left_boundary_vs_left_adapter_max_rc_tract	-0.0009070027105310427	-0.0009070027105310427	-0.0009070027105310427	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P4_full_structural_context	left_boundary_vs_right_adapter_complement_4mers	0.00012720405014027606	0.00012720405014027606	0.00012720405014027606	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P4_full_structural_context	left_boundary_vs_right_adapter_max_rc_tract	-4.4509773152467596e-05	-4.4509773152467596e-05	-4.4509773152467596e-05	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P4_full_structural_context	max_homopolymer	-5.259511558241451e-05	-5.259511558241451e-05	-5.259511558241451e-05	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P4_full_structural_context	right_boundary_vs_left_adapter_complement_4mers	-5.356673779517081e-05	-5.356673779517081e-05	-5.356673779517081e-05	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P4_full_structural_context	right_boundary_vs_left_adapter_max_rc_tract	0.00027461768324481603	0.00027461768324481603	0.00027461768324481603	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P4_full_structural_context	right_boundary_vs_right_adapter_complement_4mers	-0.0002284562480848316	-0.0002284562480848316	-0.0002284562480848316	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P4_full_structural_context	right_boundary_vs_right_adapter_max_rc_tract	-0.0005281322441209327	-0.0005281322441209327	-0.0005281322441209327	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P4_full_structural_context	variable_candidate_pairs	0.001280891647658049	0.001280891647658049	0.001280891647658049	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P4_full_structural_context	variable_longest_stem	-5.424274492543142e-05	-5.424274492543142e-05	-5.424274492543142e-05	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P4_full_structural_context	variable_weighted_pairs	0.0002521226268726454	0.0002521226268726454	0.0002521226268726454	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	base_freq_A	-0.00022144082664296097	-0.00022144082664296097	-0.00022144082664296097	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	base_freq_C	0.0004291487912338504	0.0004291487912338504	0.0004291487912338504	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	base_freq_G	0.00021297516257181903	0.00021297516257181903	0.00021297516257181903	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	base_freq_T	-0.0004225841845502804	-0.0004225841845502804	-0.0004225841845502804	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	full_amplicon_candidate_pairs	0.012823497271377845	0.012823497271377845	0.012823497271377845	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	full_amplicon_longest_stem	0.008503207188755682	0.008503207188755682	0.008503207188755682	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	full_amplicon_weighted_pairs	-0.019399596972747336	-0.019399596972747336	-0.019399596972747336	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	gc_deviation_from_0p5	-2.062772026790539e-05	-2.062772026790539e-05	-2.062772026790539e-05	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	left_boundary_vs_left_adapter_complement_4mers	-0.0006477006012111923	-0.0006477006012111923	-0.0006477006012111923	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	left_boundary_vs_left_adapter_max_rc_tract	-0.0007691293132080693	-0.0007691293132080693	-0.0007691293132080693	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	left_boundary_vs_right_adapter_complement_4mers	-8.78660055868375e-05	-8.78660055868375e-05	-8.78660055868375e-05	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	left_boundary_vs_right_adapter_max_rc_tract	0.00010307744225869232	0.00010307744225869232	0.00010307744225869232	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	max_homopolymer	-9.473191486959939e-06	-9.473191486959939e-06	-9.473191486959939e-06	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	right_boundary_vs_left_adapter_complement_4mers	-0.0003019975599357309	-0.0003019975599357309	-0.0003019975599357309	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	right_boundary_vs_left_adapter_max_rc_tract	0.0004450832128738778	0.0004450832128738778	0.0004450832128738778	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	right_boundary_vs_right_adapter_complement_4mers	-0.0004801994963249397	-0.0004801994963249397	-0.0004801994963249397	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	right_boundary_vs_right_adapter_max_rc_tract	-0.0003826733030119418	-0.0003826733030119418	-0.0003826733030119418	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	variable_candidate_pairs	-0.006115964105862175	-0.006115964105862175	-0.006115964105862175	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	variable_longest_stem	0.00011111560088959428	0.00011111560088959428	0.00011111560088959428	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P5_combined_context	variable_weighted_pairs	0.007476146356403951	0.007476146356403951	0.007476146356403951	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P6_full_amplicon_replacement	base_freq_A	-0.00018384405480246377	-0.00018384405480246377	-0.00018384405480246377	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P6_full_amplicon_replacement	base_freq_C	0.0004281962455976932	0.0004281962455976932	0.0004281962455976932	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P6_full_amplicon_replacement	base_freq_G	0.0001892033249681001	0.0001892033249681001	0.0001892033249681001	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P6_full_amplicon_replacement	base_freq_T	-0.0004353059106529016	-0.0004353059106529016	-0.0004353059106529016	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P6_full_amplicon_replacement	full_amplicon_candidate_pairs	0.01047074471344853	0.01047074471344853	0.01047074471344853	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P6_full_amplicon_replacement	full_amplicon_longest_stem	0.0059504901117447455	0.0059504901117447455	0.0059504901117447455	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P6_full_amplicon_replacement	full_amplicon_weighted_pairs	-0.014462757453486892	-0.014462757453486892	-0.014462757453486892	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P6_full_amplicon_replacement	gc_deviation_from_0p5	2.3044439536076902e-05	2.3044439536076902e-05	2.3044439536076902e-05	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P6_full_amplicon_replacement	left_boundary_vs_left_adapter_complement_4mers	-0.0006846430255835243	-0.0006846430255835243	-0.0006846430255835243	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P6_full_amplicon_replacement	left_boundary_vs_left_adapter_max_rc_tract	-0.0009169611052380025	-0.0009169611052380025	-0.0009169611052380025	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P6_full_amplicon_replacement	left_boundary_vs_right_adapter_complement_4mers	-0.00016497004020108746	-0.00016497004020108746	-0.00016497004020108746	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P6_full_amplicon_replacement	left_boundary_vs_right_adapter_max_rc_tract	-3.29418298982845e-05	-3.29418298982845e-05	-3.29418298982845e-05	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P6_full_amplicon_replacement	max_homopolymer	-2.6627597375660896e-06	-2.6627597375660896e-06	-2.6627597375660896e-06	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P6_full_amplicon_replacement	right_boundary_vs_left_adapter_complement_4mers	-0.00037916320934238963	-0.00037916320934238963	-0.00037916320934238963	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P6_full_amplicon_replacement	right_boundary_vs_left_adapter_max_rc_tract	0.0003217026034442415	0.0003217026034442415	0.0003217026034442415	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P6_full_amplicon_replacement	right_boundary_vs_right_adapter_complement_4mers	-0.0005750171238783459	-0.0005750171238783459	-0.0005750171238783459	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCall_to_GCfix	relative_efficiency	P6_full_amplicon_replacement	right_boundary_vs_right_adapter_max_rc_tract	-0.00046175695665887887	-0.00046175695665887887	-0.00046175695665887887	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCfix_to_GCall	relative_efficiency	P0_composition	base_freq_A	0.00015779323645560603	0.00015779323645560603	0.00015779323645560603	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCfix_to_GCall	relative_efficiency	P0_composition	base_freq_C	0.00021046400251592486	0.00021046400251592486	0.00021046400251592486	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCfix_to_GCall	relative_efficiency	P0_composition	base_freq_G	-0.0002104640025159274	-0.0002104640025159274	-0.0002104640025159274	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCfix_to_GCall	relative_efficiency	P0_composition	base_freq_T	-0.00015779323645560432	-0.00015779323645560432	-0.00015779323645560432	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCfix_to_GCall	relative_efficiency	P0_composition	gc_deviation_from_0p5	0.0	0.0	0.0	0	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCfix_to_GCall	relative_efficiency	P0_composition	max_homopolymer	6.654099378833813e-05	6.654099378833813e-05	6.654099378833813e-05	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCfix_to_GCall	relative_efficiency	P1_variable_structure	base_freq_A	0.00015883448677560345	0.00015883448677560345	0.00015883448677560345	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCfix_to_GCall	relative_efficiency	P1_variable_structure	base_freq_C	0.00021138152511457301	0.00021138152511457301	0.00021138152511457301	0	1	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCfix_to_GCall	relative_efficiency	P1_variable_structure	base_freq_G	-0.00021138152511457277	-0.00021138152511457277	-0.00021138152511457277	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCfix_to_GCall	relative_efficiency	P1_variable_structure	base_freq_T	-0.00015883448677560242	-0.00015883448677560242	-0.00015883448677560242	1	0	1	association direction within fitted model; not causal effect
Gimpel2025_PCR	selection_continuous_transfer	GCfix_to_GCall	relative_efficiency	P1_variable_structure	gc_deviation_from_0p5	0.0	0.0	0.0	0	0	1	association direction within fitted model; not causal effect
